    star_name|sy_dist|st_spectype|st_rad|st_teff|st_mass|st_age|ra|dec|sy_vmag|sy_jmag|sy_hmag|sy_kmag|known_binary_fl|gaia_binary_fl|WDSsep|wds_deltamag
TIC 254526194|35.86800573888092|K2.5Vk:|0.9995733739380478|4774.0|0.81|7.4|235.79850977066|-44.72070822074|8.44784|8.44784|8.44784|8.44784|1|0|0.4|0.6999999999999993
TIC 471011153|16.39|K5V+K5V|0.911490682140437|4423.865558482425|0.6924581531507225|null|90.081558|-31.028713|null|null|null|null|0|0|null|null
TIC 286377696||null||||null|260.627094|25.77706|null|null|null|null|0|0|null|null
TIC 620249312||null||||null|28.66048011219|20.80756619006|8.28852|8.28852|8.28852|8.28852|0|0|null|null
TIC 48769732|17.9135|K7V|0.6898030593291147|4054.0|0.6341591707593124|null|299.33183|-12.567985|8.729496955871582|8.729496955871582|8.729496955871582|8.729496955871582|1|1|62.7|5.970000000000001
TIC 139023644|45.53734061930784|K0V|1.0819811254534315|5122.0|0.82|11.5|306.68598226313|-43.56639219754|8.3947|8.3947|8.3947|8.3947|1|0|0.3|0.2299999999999986
TIC 504914683||null||||null|321.66692874348|-22.41102158324|8.30087|8.30087|8.30087|8.30087|0|0|null|null
TIC 71105677||null||||null|92.069007|64.067184|null|null|null|null|0|0|null|null
TIC 426439059||M||||null|281.06231181603|-17.54269136617|null|null|null|null|0|0|null|null
TIC 439901899||null||||null|44.903988|-0.627271|null|null|null|null|0|0|null|null
TIC 260357221||F3IV||6678.640323722466||null|312.145109|-13.542396|null|null|null|null|1|0|0.3|0.0
TIC 321573830||null||||null|266.507888|-26.972851|null|null|null|null|0|0|null|null
TIC 270481039||K2III||||null|0.208434|-32.735979|null|null|null|null|1|0|0.4|0.0200000000000013
TIC 247985093|6.2535|M4.0Ve|0.4680519328057512|3268.0|0.2531337155160046|null|352.9689|19.9372|10.828941345214844|10.828941345214844|10.828941345214844|10.828941345214844|1|1|5.3|-1.8800000000000008
TIC 88456034||K1/2III||||null|46.485899|-25.147928|null|null|null|null|1|0|0.3|0.4000000000000003
TIC 952261043||null||||null|183.95082775005|-17.54183445924|8.33545|8.33545|8.33545|8.33545|0|0|null|null
TIC 147950612|47.9076|F8|0.8156174386584373|5889.298042451787|1.0683108382230466|null|167.657149|69.898475|null|null|null|null|1|0|0.3|0.4899999999999984
TIC 347736056||K2||||null|256.104263|-36.518107|null|null|null|null|1|0|0.5|0.1999999999999993
TIC 379499784|22.9654|null||||null|257.029526|-41.723007|null|null|null|null|1|0|4.6|-4.6
TIC 16549954||null||||null|102.551011|39.952591|null|null|null|null|0|0|null|null
TIC 257505374|9.3199|M2.5|0.569532125531095|3358.0|0.4704159237431661|null|31.2702|-17.6146|9.170510292053224|9.170510292053224|9.170510292053224|9.170510292053224|1|1|0.2|3.82
TIC 64031018||K0/1III||||null|37.513912|-20.888336|null|null|null|null|1|0|0.4|0.200000000000001
TIC 337133829|35.932446999640675|K4V|0.8350121723072205|4531.0|0.7131388217645153|null|33.97198667639|6.62609222153|9.157906|9.157906|9.157906|9.157906|1|0|0.4|-0.0500000000000007
TIC 510264574||null||||null|46.44302386166|43.70246326871|8.39158|8.39158|8.39158|8.39158|1|0|0.7|-1.5700000000000005
TIC 705499825||null||||null|87.74018664827|-35.76667585859|8.40007|8.40007|8.40007|8.40007|0|0|null|null
TIC 840317207||null||||null|148.18998045726|26.00649016579|8.40188|8.40188|8.40188|8.40188|0|0|null|null
TIC 522731275||null||||null|55.73121255288|47.78720007514|8.40936|8.40936|8.40936|8.40936|0|0|null|null
TIC 301328679||null||||null|352.165121|-4.561393|null|null|null|null|0|0|null|null
TIC 181239866|42.7772|null|0.2041660806692945|6080.1|1.138201796817935|null|175.05476128061|-37.8696332661|11.0451|11.0451|11.0451|11.0451|0|0|null|null
TIC 73499040|21.44542140253056|M3.5|0.2195339589338977|3200.0|0.3406561376369736|null|154.9736|-41.8171|null|null|null|null|1|0|30.9|-1.5199999999999996
TIC 44764568|20.21018593371059|M2.5V|0.4759507145221535|3764.0|0.4412170512960198|null|146.417|-39.0407|null|null|null|null|1|0|0.6|0.5399999999999991
TIC 106504049|13.98|M2Ve|0.6073632996233274|3203.0|0.4964530033396336|null|159.9348|-37.9204|null|null|null|null|1|0|0.4|1.42
TIC 188077909|45.2246|null|0.603494771405179|3542.926985883333|0.6485353635079422|null|161.1228|-26.754|null|null|null|null|0|0|null|null
TIC 29727593|26.5717|M2+V|0.5889408156860018|3600.0|0.5212333139716079|null|151.2108|-31.0911|null|null|null|null|0|0|null|null
TIC 423443452|25.541|K7V|0.5519351337272644|4139.159544923024|0.657|null|157.7652|-21.6445|null|null|null|null|1|0|0.6|0.1999999999999993
TIC 430590567|18.56|M2V:|0.6794414055992088|3563.0|0.6018543134038463|null|131.0963|-44.4725|null|null|null|null|1|0|0.3|0.9000000000000004
TIC 22970702|21.691973969631235|null|0.1860691370335979|3200.0|0.2838238374688603|null|109.1752|-41.3016|null|null|null|null|0|0|null|null
TIC 157399917|22.425|M3|0.1244100936953767|4250.0|0.357|null|106.190698|-38.60202|11.878230094909668|11.878230094909668|11.878230094909668|11.878230094909668|1|1|2.2|0.0999999999999996
TIC 22147322|10.9007|M3V|0.2967115368101078|3366.0|0.2949256789210229|null|148.8494|-27.2613|null|null|null|null|0|0|null|null
TIC 875331191|41.3831|null||||null|147.17800803562|-26.41421496353|10.0277|10.0277|10.0277|10.0277|1|0|1.8|-4.12
TIC 52103995|18.0203|K7V|0.7022150112098067|3654.0|0.6095519353578568|null|153.034|-18.6178|null|null|null|null|1|0|399.4|5.4
TIC 385156830|41.5085|null|0.2696533223457564|3780.397462830008|0.5317128270524657|null|153.8975|-16.4732|null|null|null|null|0|0|null|null
TIC 396795976|19.554165037152917|M4.0|0.2563390877599544|3200.0|0.3985103617962445|null|147.6689|-13.8107|null|null|null|null|0|0|null|null
TIC 437127546|15.3083|null|0.3053036458634245|3182.080154203731|0.4760092170250186|null|123.1703|-21.5519|null|null|null|null|0|0|null|null
TIC 332304837|26.7103|M1.5|0.3899131667848916|4102.192325643751|0.602|null|120.5142|-17.1718|null|null|null|null|1|0|0.5|1.299999999999999
TIC 422124638|20.9166|M2.5V|0.4078381692013421|3612.0|0.4703186808713595|null|122.6428|-13.8143|null|null|null|null|1|0|97.0|-6.73
TIC 347508671|22.1685|null|0.4459313208412362|3269.0287592759423|0.5162604642361751|null|133.5219|-13.125|null|null|null|null|0|0|null|null
TIC 51323309|23.752969121140143|null|0.1756627305289615|3274.1035355551494|0.2864898410230614|null|128.703|-8.8051|null|null|null|null|0|0|null|null
TIC 290459654|47.9842|null|0.4424383720975536|3455.0|0.4384065118150861|null|237.54454242789|-86.49235689239|null|null|null|null|1|0|null|null
TIC 357789289|30.92145949288806|null|||0.22|null|190.2334|-81.2753|null|null|null|null|0|0|null|null
TIC 208494812|44.5565|null|0.8224889506685397|4078.9319600417048|0.638306232213082|null|244.963937|-58.275818|null|null|null|null|0|0|null|null
TIC 193149390|43.1367|null|0.8873983608961888|3978.499102745941|0.6769011456483384|null|222.145786|-54.247532|null|null|null|null|0|0|null|null
TIC 471012262|32.6433|null|0.3491127804221773|3332.330856328668|0.5137669887024805|null|243.5914|-28.5102|null|null|null|null|0|0|null|null
TIC 144390612|44.169611307420496|K3V|1.2144023555147263|4561.0|0.7194258945042842|null|189.912271|-37.2869|null|null|null|null|1|0|0.3|-0.1600000000000001
TIC 72748505|31.0293|null|0.4068100724684256|3236.010432037377|0.547460378687628|null|209.3044|-29.3737|null|null|null|null|0|0|null|null
TIC 124147486|21.598272138228943|M2.5|0.190361891078894|3200.0|0.2904383612321373|null|196.5508|-29.9431|null|null|null|null|0|0|null|null
TIC 471011155|20.7223|M1.5V|0.5224571459629865|3495.0|0.4310803634277337|null|222.386171|-26.105704|10.795380592346191|10.795380592346191|10.795380592346191|10.795380592346191|1|1|26.7|0.4300000000000015
TIC 79310780|21.695|M4.0V|0.3962514472843391|3600.0|0.4365143199777169|null|228.9321|-7.4225|null|null|null|null|0|0|null|null
TIC 471012479|24.5209|null|||0.284|null|215.0308|-9.6202|null|null|null|null|0|0|null|null
TIC 394632679|22.62443438914027|M4|0.1466694696403403|3200.0|0.2537690990056567|null|351.3548|-67.6689|null|null|null|null|0|0|null|null
TIC 89042909|22.79981760145919|M4.5+M4.5|0.2282093829685389|3200.0|0.3735663094811189|null|338.7704|-42.2967|null|null|null|null|0|0|null|null
TIC 152865184|35.2409|null|0.4303791165380005|3436.0|0.4252764561935533|null|345.30426778085|-38.55424700069|null|null|null|null|1|0|5.2|3.1
TIC 197736350|7.6676|M3.0V|0.1369836035565546|3132.0|0.2515350616968313|null|330.6225|-37.0809|10.467419624328612|10.467419624328612|10.467419624328612|10.467419624328612|0|0|null|null
TIC 209308404|31.2806|null|0.5121419384228401|3326.639834718487|0.5923880291467096|null|337.0968|-25.903|null|null|null|null|0|0|null|null
TIC 209363450|16.1086|M2+Vk|0.4348994198022571|3648.0|0.4654340359047806|null|338.502|-25.2424|null|null|null|null|0|0|null|null
TIC 424876997|27.4643|null|0.2514779897327668|3309.838993310538|0.3862710218189828|null|291.6258|-48.6043|null|null|null|null|0|0|null|null
TIC 441119035|19.4556|M3.5|0.3392169956637086|3000.0|0.3006704427713613|null|324.7534|-24.1578|null|null|null|null|0|0|null|null
TIC 206436687|18.6704|null|||0.371|null|330.5029|-19.4831|null|null|null|null|0|0|null|null
TIC 471012283|18.6704|null|||0.371|null|330.5034|-19.4831|null|null|null|null|0|0|null|null
TIC 471012792|43.2844|null|0.227108476222378|3206.121849043805|0.4008110601056373|null|324.3799|-10.2405|null|null|null|null|0|0|null|null
TIC 71600113|7.4581|M4.5V|0.2554640723250082|3381.0|0.2868297037659212|null|322.8275|-9.7907|null|null|null|null|1|0|0.1|2.1
TIC 399920963|44.2079|M3V|0.3829492534182004|3632.349823848377|0.5937325194845893|null|49.6608|8.4519|null|null|null|null|1|0|5.1|1.1999999999999993
TIC 348720227|37.7695|K3|0.9102053991625412|4597.0|0.7272307199393145|null|62.55849|17.368443|8.989484786987305|8.989484786987305|8.989484786987305|8.989484786987305|1|1|0.4|1.4699999999999989
TIC 46504038|11.0|M4.5V|0.1404773422855833|3100.0|0.1591109760633976|null|53.1491|28.732|null|null|null|null|1|0|0.1|2.599999999999998
TIC 60513922|39.8145|null|0.0603852336933437|5269.250705301548|0.33|null|74.0385|25.8885|null|null|null|null|1|0|0.4|1.0999999999999996
TIC 155607629|37.28560775540641|K5|0.919453873136644|4763.0|0.766399453084419|null|68.721404|39.141665|null|null|null|null|1|0|0.2|0.5800000000000001
TIC 194856365|27.095|esdK7||4012.0||null|52.221304|37.38241|null|null|null|null|0|0|null|null
TIC 643743403|45.4762|null||||null|57.15544487018|51.82291283587|11.7547|11.7547|11.7547|11.7547|0|0|null|null
TIC 286520195|13.6|M4.0V|0.2741424766658971|3295.0|0.227782555140341|null|72.3728|48.4794|null|null|null|null|1|0|0.7|0.5700000000000003
TIC 470449735|36.8536|M3.85|0.4290232115512967|3316.0|0.4591324703190683|null|66.2205|53.6638|null|null|null|null|0|0|null|null
TIC 471012537|48.1282|null|0.4660710128019001|3030.1997778525656|0.5290948027038763|null|68.803|58.3523|null|null|null|null|0|0|null|null
TIC 411628298|11.671335200746965|M4.0V|0.1743041468465131|3168.0|0.2629216195706829|null|20.543|22.1508|null|null|null|null|1|0|0.3|0.9000000000000004
TIC 174326589|40.16064257028113|M3.14|0.5836441346722465|3375.0|0.4944414577490263|null|15.8082|31.6833|null|null|null|null|0|0|null|null
TIC 129789754|37.607|M3V|0.8065502994985894|3197.6208466801404|0.4912822176131459|null|35.2669|36.8846|null|null|null|null|1|0|1.2|0.0999999999999996
TIC 129762186|41.5714|null|0.528816895640464|3140.897600043066|0.5942439090302557|null|35.1063|37.7915|null|null|null|null|0|0|null|null
TIC 331805704|35.2808|null|0.1111217204644716|6331.7|1.2513895234770789|null|6.53440073198|37.74040125104|11.7656|11.7656|11.7656|11.7656|0|0|null|null
TIC 191228368|22.779043280182236|M2.0V|0.633514662449363|3558.0|0.5095849738919296|null|9.0352|45.5159|null|null|null|null|0|0|null|null
TIC 196524066|49.3784|null|0.547430607272798|3353.5861060019497|0.595084158770195|null|16.3097|47.2943|null|null|null|null|0|0|null|null
TIC 702974015|38.173|null||||null|81.33386516925|65.18154538732|11.9438|11.9438|11.9438|11.9438|1|0|0.3|-0.5
TIC 10964358|34.2282|null||||null|29.52658488845|61.21772187615|11.9832|11.9832|11.9832|11.9832|0|0|null|null
TIC 461417510|26.809651474530835|M4|0.3150132987925224|3540.0|0.5042854264443014|null|3.3161|69.3271|null|null|null|null|1|0|0.8|0.0499999999999989
TIC 289663523|25.5834|M0V|0.3488247314418787|3664.0|0.54031742744848|null|56.3665|72.9923|10.649239540100098|10.649239540100098|10.649239540100098|10.649239540100098|1|1|8.1|8.04
TIC 471012552|48.8023|null|0.3798368810902428|3317.2556221913646|0.5360173842443319|null|53.5487|74.6499|null|null|null|null|0|0|null|null
TIC 283784587|6.772314777190844|M3.5V|0.3657704913020634|3333.0|0.3558701244751335|null|134.7348|8.4738|null|null|null|null|1|0|0.4|2.0
TIC 330636179|24.0604|M-0.14|0.1157499044108737|3554.0|0.3627252422173975|null|136.1293|16.4171|null|null|null|null|1|0|4.2|-2.9399999999999995
TIC 87950702|39.6036|K2|0.5886003254699204|4776.0|0.7696557637720227|null|145.564756|21.730675|null|null|null|null|0|0|null|null
TIC 443957009|47.70992366412214|K5|0.919846182730336|4681.0|0.746450375884797|null|123.880021|9.977782|null|null|null|null|1|0|0.2|0.200000000000001
TIC 197247983|35.08771929824562|M3.5V|0.497425494296669|3347.7287256335067|0.459841737240717|null|134.3143|19.4049|null|null|null|null|0|0|null|null
TIC 8766424|35.7705|M1.5Ve|0.5493725227220302|3775.0|0.6358956945825773|null|140.0019|30.8777|null|null|null|null|0|0|null|null
TIC 117159425|39.474|M4.20|0.3810789776360468|3530.0|0.4468389995341243|null|129.3451|26.2066|null|null|null|null|0|0|null|null
TIC 141177289|37.1642|M2.0V|0.5640945461363612|3686.0|0.6009389632830958|null|179.7477|42.6611|null|null|null|null|1|0|0.3|0.5
TIC 56936482|29.3845|M4V|0.4736421234798136|3418.0|0.4163191445398916|null|140.4545|43.5078|null|null|null|null|1|0|0.7|null
TIC 252487584|20.5761316872428|M3.5|0.3975211619351082|3463.0|0.3366697557861097|null|157.1163|48.2389|null|null|null|null|0|0|null|null
TIC 459178527|25.0|null|0.3396367392650972|3189.6069484001146|0.2722709792484015|null|156.7485|55.1148|null|null|null|null|1|0|0.8|1.5
TIC 138618786|44.9573|M3.5Ve|0.4950084052222084|3125.990741553381|0.4512872032494445|null|176.8879|60.841|null|null|null|null|0|0|null|null
TIC 423084600|42.7046|K5|0.6714732211122704|4458.5|0.6988246984552717|null|116.107538|27.950965|null|null|null|null|0|0|null|null
TIC 165059181|26.343|M4.01|0.1544167129158189|3314.0|0.3373370828476451|null|105.16|33.5827|null|null|null|null|0|0|null|null
TIC 400730021|19.557989438685706|M0V|0.5515897537368659|3700.0|0.5410684810175497|null|127.0922|35.0165|null|null|null|null|1|0|0.5|0.0400000000000009
TIC 252974595|31.181789834736517|M1.5V|0.9370464144688953|3781.0|0.6304741072153086|null|120.8314|52.8439|null|null|null|null|1|0|0.3|0.3100000000000005
TIC 99956397|49.6305|null|0.2746884731346319|3808.3785826050894|0.5123006669883344|null|170.9929|64.7054|null|null|null|null|0|0|null|null
TIC 141476700|31.0607|M4.0Ve|0.5121690966520992|3133.0|0.4976591224478075|null|104.3589|74.0907|null|null|null|null|0|0|null|null
TIC 202276997|27.21829069134458|K5V|1.406534452925508|4113.0|0.662|null|139.377|77.2447|null|null|null|null|1|0|0.5|0.1199999999999992
TIC 328815367|25.97402597402597|M1.5V|0.5926898519186603|3551.0|0.4752108320650746|null|139.1258|84.1833|null|null|null|null|0|0|null|null
TIC 138469142|21.145|M3.5V|0.2289581502402328|3246.0|0.3635740977142637|null|94.272|83.8931|null|null|null|null|0|0|null|null
TIC 459902985|43.74453193350831|F8|0.9335183805904188|4871.0|0.7941060537771857|null|131.394406|84.693316|null|null|null|null|1|0|0.5|0.0500000000000007
TIC 255885414|21.1|M4.1V|0.2784616160513706|3345.0|0.2161674055100655|null|235.9519|25.8772|null|null|null|null|0|0|null|null
TIC 135222057|41.49377593360995|M3V|0.2641323819606901|3974.307136405617|0.5531709200918158|null|214.6711|18.2058|null|null|null|null|1|0|0.4|0.5999999999999996
TIC 135154865|43.1645|M1.0Ve|0.4925846765306808|3773.0|0.6656011521046737|null|211.0384|20.7421|null|null|null|null|1|0|0.4|0.7000000000000011
TIC 310074866|28.8145|M3.0V|0.6323352136740645|3577.4|0.5617616556264771|null|246.3847|26.0273|null|null|null|null|0|0|null|null
TIC 17469691|40.897|null|0.4297827592140581|3553.0|0.53761771463552|null|242.9603|30.02|null|null|null|null|0|0|null|null
TIC 270363567|28.3665|M3.5V|0.2935753983420111|3457.0|0.4984562329476799|null|263.5234|44.7856|null|null|null|null|1|0|0.6|0.5
TIC 376664521|22.8799|M3.0V|0.7841147806315315|3289.0|0.5529182077174601|null|238.2764|34.7539|10.905035972595217|10.905035972595217|10.905035972595217|10.905035972595217|1|1|0.4|1.700000000000001
TIC 115582980|17.9303|M1.5V|0.5234541381978319|3523.0|0.6226794171849422|null|254.4734|47.3673|10.418609619140623|10.418609619140623|10.418609619140623|10.418609619140623|1|1|5.0|-2.92
TIC 229684206|29.756|M3.5V|0.4208692575827991|3584.0|0.4804095902094502|null|262.5256|54.659|11.867490768432615|11.867490768432615|11.867490768432615|11.867490768432615|0|0|null|null
TIC 166672531|25.1|M4.0|0.2040373651851031|3367.429767968896|0.2384552714987655|null|209.6874|31.6717|null|null|null|null|0|0|null|null
TIC 371834383|40.6732|M1.5V|0.6821166837041679|3747.0|0.6129854017875389|null|194.5902|40.5564|null|null|null|null|1|0|0.2|1.4499999999999993
TIC 332299777|34.0919|M3.5V|0.4757342440380161|3260.0|0.5174610665042854|null|205.3652|48.9127|null|null|null|null|0|0|null|null
TIC 311002348|24.330900243309003|M2.5V|0.5214899175266414|3633.0|0.3898894024265471|null|206.1179|51.6857|null|null|null|null|1|0|1.1|0.5
TIC 202467073|17.482517482517483|M3.5V|0.231212946048655|3252.7589968235634|0.2021440090314838|null|228.6948|64.5623|null|null|null|null|1|0|0.4|1.0999999999999996
TIC 148910748|12.98532658096351|M2.5V|0.5877142543806383|3482.0|0.4018635112457066|null|185.8884|67.1884|null|null|null|null|1|0|0.6|0.2599999999999998
TIC 288495727|38.610038610038615|M3.5|0.0674041107009306|5694.913789010477|0.46|null|321.0804|8.5018|null|null|null|null|0|0|null|null
TIC 60402214|47.3178|null|0.4045211856417708|3884.8643565942207|0.6199811023275671|null|319.7754|12.7298|null|null|null|null|1|0|34.9|0.6799999999999997
TIC 303032027|16.18|M2.5V|0.6280936193157582|3589.0|0.5771520065090062|null|330.4544|16.4675|null|null|null|null|1|0|0.4|0.2999999999999989
TIC 248024345|23.3633|M2.0V|0.357728095316475|3636.0|0.5156243551225773|null|324.9766|27.6121|null|null|null|null|1|0|0.2|1.2700000000000014
TIC 331684556|22.9205|K6V|0.5559018801996004|3891.0|0.6329815871872527|null|311.09132269209|19.75261298066|null|null|null|null|1|0|0.2|1.3100000000000005
TIC 224622900|33.557046979865774|M3.39|0.3063622049794527|3380.0|0.482676501015539|null|312.2185|19.718|null|null|null|null|1|0|0.2|1.59
TIC 258473872|22.675736961451246|M3.5V|0.0686235041604692|3323.0|0.2431072853992931|null|315.3535|20.7273|null|null|null|null|1|0|0.4|1.8000000000000007
TIC 298492201|31.695721077654515|M1.5V|0.5433499378494294|3793.0|0.6775809002776115|null|317.7282|29.4231|null|null|null|null|1|0|0.2|0.4399999999999995
TIC 166855070|19.76284584980237|M3.74|0.1238080559773992|3344.0|0.2523681923110817|null|318.4366|36.581|null|null|null|null|0|0|null|null
TIC 418998977|37.8392|null||||null|345.09464|41.126343|null|null|null|null|1|0|14.7|-1.7200000000000006
TIC 471012706|20.7068|M0V|0.6513107865050071|3793.0|0.6373066968027473|null|324.1602|39.4558|null|null|null|null|1|0|1.0|1.7599999999999998
TIC 315365617|23.20185614849188|M0V|0.6058702108845458|4142.0|0.618|null|338.2363|53.7946|null|null|null|null|1|0|0.5|0.0
TIC 271751654|31.8218|M1.5V|0.4358868682280865|3779.0|0.6236368739012592|null|355.032|60.6887|null|null|null|null|1|0|2.4|3.6
TIC 72020292|31.4358|K7.0Ve|0.5449544388996677|4036.8|0.6312115790253009|null|295.907957|32.420133|null|null|null|null|1|0|17.0|0.2999999999999989
TIC 390420292|29.76190476190476|M4.32|0.1202071999453237|3437.0|0.3485412168715269|null|287.1771|27.5626|null|null|null|null|0|0|null|null
